"","make","model","Price","city08","highway08","cylinders","displ","drive","fuelCost08","fuelType1","ecoFriendly","ghgScore"
"29462","Kia","Sorento AWD",55510,19,25,4,2,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29463","Kia","Sorento AWD",38987,19,25,4,2,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29464","Kia","Sorento AWD",66032,21,25,4,2.4,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29465","Kia","Sorento AWD",49731,21,25,4,2.4,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29466","Kia","Sorento AWD",68568,17,23,6,3.3,"All-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"29467","Kia","Sorento AWD",61049,17,23,6,3.3,"All-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"29468","Kia","Sorento FE AWD",45551,18,25,6,3.3,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"29469","Kia","Sorento FE AWD",45274,18,25,6,3.3,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"29470","Mercedes-Benz","GLS550 4matic",39931,14,18,8,4.7,"4-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"29471","Mercedes-Benz","GLS550 4matic",50455,14,18,8,4.7,"4-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"29474","Jaguar","XE",69349,21,30,4,2,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"29475","Jaguar","XE",62252,21,30,4,2,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"29476","Ford","Fusion FWD",22170,21,31,4,2,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29477","Ford","Fusion FWD",58595,21,31,4,2,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29478","Honda","Ridgeline FWD",24168,19,26,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29479","Honda","Ridgeline FWD",58742,19,26,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29480","Honda","Ridgeline AWD",57687,18,25,6,3.5,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"29481","Honda","Ridgeline AWD",33037,18,25,6,3.5,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"29482","GMC","Acadia FWD",34976,21,26,4,2.5,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29483","GMC","Acadia FWD",21777,21,26,4,2.5,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29484","GMC","Acadia FWD",26902,18,25,6,3.6,"Front-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"29485","GMC","Acadia FWD",51800,18,25,6,3.6,"Front-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"29486","GMC","Acadia AWD",59009,21,25,4,2.5,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29487","GMC","Acadia AWD",65511,21,25,4,2.5,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29488","GMC","Acadia AWD",68201,18,25,6,3.6,"All-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"29489","GMC","Acadia AWD",23299,18,25,6,3.6,"All-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"29492","Kia","Rio Eco",17348,27,36,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29493","Kia","Rio Eco",62369,27,36,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29494","Kia","Rio",62620,27,36,4,1.6,"Front-Wheel Drive",1350,"Regular Gasoline","Kinda Green",7
"29495","Kia","Rio",23693,27,36,4,1.6,"Front-Wheel Drive",1350,"Regular Gasoline","Kinda Green",7
"29496","Kia","Rio",24109,27,36,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29497","Kia","Rio",66824,27,36,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29498","Porsche","Macan S",28824,17,23,6,3,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"29499","Porsche","Macan GTS",44287,17,23,6,3,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"29500","Porsche","Cayenne S",30417,17,24,6,3.6,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"29501","Porsche","Cayenne GTS",28997,16,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"29512","Porsche","911 Turbo",69927,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29513","Porsche","911 Turbo",50224,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29514","Porsche","911 Turbo Cabriolet",59686,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29515","Porsche","911 Turbo Cabriolet",64670,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29516","Porsche","911 Turbo S",32477,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29517","Porsche","911 Turbo S",51874,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29518","Porsche","911 Turbo S Cabriolet",22876,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29519","Porsche","911 Turbo S Cabriolet",26430,19,24,6,3.8,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29520","Mercedes-Benz","C300 4matic Coupe",17363,23,29,4,2,"4-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"29521","Mercedes-Benz","C300 4matic Coupe",22053,23,29,4,2,"4-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"29522","Ford","Fusion FWD",18322,21,32,4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29523","Ford","Fusion FWD",53358,21,32,4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29524","Ford","Fusion FWD",60854,21,32,4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29525","Ford","Fusion FWD",24033,21,32,4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29526","Subaru","Legacy AWD",33345,20,28,6,3.6,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29527","Subaru","Legacy AWD",32037,20,28,6,3.6,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29528","Hyundai","Sonata Limited",17369,21,30,4,2,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"29529","Hyundai","Sonata Limited",63614,21,30,4,2,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"29530","Hyundai","Sonata",39778,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29531","Hyundai","Sonata",49472,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29532","Hyundai","Sonata",36067,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29533","Hyundai","Sonata",53266,25,36,4,2.4,"Front-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29534","Hyundai","Sonata Sport Limited",65962,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29535","Hyundai","Sonata Sport Limited",45078,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29536","Hyundai","Sonata Sport Limited",27939,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29537","Hyundai","Sonata Sport Limited",51363,25,35,4,2.4,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29538","Porsche","Macan Turbo",30352,17,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"29539","Porsche","Macan Turbo",52403,17,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"29540","Subaru","Outback AWD",48848,20,27,6,3.6,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29541","Subaru","Outback AWD",54716,20,27,6,3.6,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29542","Acura","NSX Hybrid",39877,21,22,6,3.5,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29543","Acura","NSX Hybrid",25737,21,22,6,3.5,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29544","Porsche","911 Carrera",53794,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29545","Porsche","911 Carrera",45112,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29546","Porsche","911 Carrera",59047,22,30,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"29547","Porsche","911 Carrera",38984,22,30,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"29548","Porsche","911 Carrera Cabriolet",58698,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29549","Porsche","911 Carrera Cabriolet",26160,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29550","Porsche","911 Carrera S Cabriolet",68338,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29551","Porsche","911 Carrera S Cabriolet",29417,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29552","Porsche","911 Carrera S Cabriolet",31127,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29553","Porsche","911 Carrera S Cabriolet",35860,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29554","Porsche","911 Carrera 4",31781,20,28,6,3,"4-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29555","Porsche","911 Carrera 4",50436,20,28,6,3,"4-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29556","Porsche","911 Carrera 4 Cabriolet",48219,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29557","Porsche","911 Carrera 4 Cabriolet",19110,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29558","Porsche","911 Carrera 4 Cabriolet",23112,21,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29559","Porsche","911 Carrera 4 Cabriolet",65850,21,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29560","Porsche","911 Carrera 4S",16282,20,28,6,3,"4-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29561","Porsche","911 Carrera 4S",36251,20,28,6,3,"4-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29562","Porsche","911 Carrera 4S",31101,21,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29563","Porsche","911 Carrera 4S",65393,21,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29564","Porsche","911 Carrera 4S Cabriolet",56781,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29565","Porsche","911 Carrera 4S Cabriolet",69322,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29566","Porsche","911 Targa 4",17736,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29567","Porsche","911 Targa 4",21209,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29568","Porsche","911 Targa 4",60814,22,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29569","Porsche","911 Targa 4",51271,22,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29570","Porsche","911 Targa 4S",30848,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29571","Porsche","911 Targa 4S",63974,19,28,6,3,"4-Wheel Drive",2200,"Premium Gasoline","It's a monster!",5
"29572","Subaru","Legacy AWD",22910,25,34,4,2.5,"All-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29573","Subaru","Legacy AWD",56301,25,34,4,2.5,"All-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29574","Subaru","Legacy AWD",40572,25,34,4,2.5,"All-Wheel Drive",1400,"Regular Gasoline","It's a monster!",7
"29575","Subaru","Legacy AWD",29801,25,34,4,2.5,"All-Wheel Drive",1400,"Regular Gasoline","It's a monster!",7
"29576","Hyundai","Sonata",55464,28,36,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29577","Hyundai","Sonata",29429,28,36,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29578","Subaru","Forester AWD",42194,26,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29579","Subaru","Forester AWD",16671,26,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29580","Nissan","370Z",59939,19,26,6,3.7,"Rear-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"29581","Nissan","370Z",59563,19,26,6,3.7,"Rear-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"29582","Nissan","370Z",15318,18,26,6,3.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29583","Nissan","370Z",65669,18,26,6,3.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29584","Nissan","370Z Roadster",45348,18,25,6,3.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29585","Nissan","370Z Roadster",53890,18,25,6,3.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"29586","Nissan","370Z Roadster",20497,17,24,6,3.7,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"29587","Nissan","370Z Roadster",45806,17,24,6,3.7,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"29588","Porsche","911 Carrera Cabriolet",68547,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29589","Porsche","911 Carrera Cabriolet",24422,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29590","Porsche","911 Carrera S",69399,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29591","Porsche","911 Carrera S",52552,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29592","Porsche","911 Carrera 4",30398,22,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29593","Porsche","911 Carrera 4",38842,22,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29594","Mercedes-Benz","C300 Coupe",33222,23,30,4,2,"Rear-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"29595","Mercedes-Benz","C300 Coupe",44101,23,30,4,2,"Rear-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"29596","Hyundai","Sonata",34652,22,31,4,2,"Front-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"29597","Hyundai","Sonata",22491,22,31,4,2,"Front-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"29598","Toyota","Prius v",51780,43,39,4,1.8,"Front-Wheel Drive",1000,"Regular Gasoline","Nature Lover",9
"29599","Toyota","Prius v",52395,43,39,4,1.8,"Front-Wheel Drive",1000,"Regular Gasoline","Nature Lover",9
"29600","Chevrolet","Equinox AWD",69075,20,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29601","Chevrolet","Equinox AWD",18589,20,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29602","GMC","Terrain AWD",31131,20,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29603","GMC","Terrain AWD",57593,20,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29604","Subaru","Outback AWD",49201,25,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29605","Subaru","Outback AWD",28355,25,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29606","Subaru","Outback AWD",31764,25,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"29607","Subaru","Outback AWD",24764,25,32,4,2.5,"All-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"29617","Lamborghini","Huracan",33456,14,21,10,5.2,"All-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"29618","Lamborghini","Huracan",61666,14,21,10,5.2,"All-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"29619","Lamborghini","Huracan 2WD",51061,14,21,10,5.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"29620","Lamborghini","Huracan 2WD",24710,14,21,10,5.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"29621","Lamborghini","Huracan Spyder",63554,14,20,10,5.2,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"29622","Lamborghini","Huracan Spyder",27664,14,20,10,5.2,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"29623","Lamborghini","Huracan Spyder 2WD",29087,14,20,10,5.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"29624","Lamborghini","Huracan Spyder 2WD",25167,14,20,10,5.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"29625","Porsche","911 Carrera S",25439,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29626","Porsche","911 Carrera S",61063,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"29627","Porsche","911 Carrera 4S Cabriolet",15487,21,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29628","Porsche","911 Carrera 4S Cabriolet",35848,21,28,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29629","Porsche","911 Targa 4S",57252,21,27,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29630","Porsche","911 Targa 4S",34491,21,27,6,3,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29631","Toyota","86",56043,21,28,4,2,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29632","Toyota","86",42073,21,28,4,2,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"29633","Hyundai","Accent",39021,26,36,4,1.6,"Front-Wheel Drive",1350,"Regular Gasoline","Kinda Green",7
"29634","Hyundai","Accent",52799,26,36,4,1.6,"Front-Wheel Drive",1350,"Regular Gasoline","Kinda Green",7
"29635","Hyundai","Accent",24438,27,37,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29636","Hyundai","Accent",44754,27,37,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29637","Jaguar","XE",56666,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"29638","Jaguar","XE",50867,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"29639","Jaguar","XE AWD",32062,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"29640","Jaguar","XE AWD",46753,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"29641","Mazda","CX-3 2WD",67927,29,34,4,2,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29642","Mazda","CX-3 2WD",65591,29,34,4,2,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"29643","Mazda","CX-3 4WD",60060,27,32,4,2,"4-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29644","Mazda","CX-3 4WD",48422,27,32,4,2,"4-Wheel Drive",1400,"Regular Gasoline","Kinda Green",7
"29645","Rolls-Royce","Phantom Drophead Coupe",53289,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"29646","Rolls-Royce","Phantom Drophead Coupe",38571,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"29647","Rolls-Royce","Phantom Coupe",51773,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"29648","Rolls-Royce","Phantom Coupe",67251,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"29649","Buick","Regal",33473,21,29,4,2,"Front-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"29650","Buick","Regal",15381,21,29,4,2,"Front-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"29651","Buick","Regal",20186,19,30,4,2.4,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29652","Buick","Regal",52119,19,30,4,2.4,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"29653","Jaguar","XF",31393,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"29654","Jaguar","XF",59515,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"29655","Jaguar","XF AWD",27793,20,28,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"29656","Jaguar","XF AWD",61364,20,28,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"29657","Kia","Forte",64711,25,33,4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29658","Kia","Forte",58300,25,33,4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29659","Kia","Forte",47924,25,33,4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29660","Kia","Forte",47039,25,33,4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Kinda Green",6
"29661","Cadillac","XTS",40040,18,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29662","Cadillac","XTS",62194,18,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29663","Cadillac","XTS",31930,18,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29664","Cadillac","XTS",26993,18,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29665","Chevrolet","Impala",20962,22,30,4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29666","Chevrolet","Impala",36521,22,30,4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"29667","Chevrolet","Impala",23849,18,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29668","Chevrolet","Impala",64109,18,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"29669","Genesis","G80 RWD",49048,15,23,8,5,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"29670","Genesis","G80 RWD",55346,15,23,8,5,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"29671","Rolls-Royce","Phantom",37386,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"29672","Rolls-Royce","Phantom",22860,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"29673","Rolls-Royce","Phantom EWB",50147,11,19,12,6.7,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
